Year,League,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB
1930,NNL,Birmingham Black Barons,30,23.9,4.81,74,2563,2400,356,682,82,55,29,317,76,,163,,.284,.330,.400,.730,97,961,,0,,,,
1930,NNL,Chicago American Giants,34,28.8,4.35,81,2862,2618,352,694,89,35,15,312,31,,241,,.265,.328,.343,.671,82,898,,3,,,,
1930,NNL,Cuban Stars West,14,23.9,4.38,48,1731,1575,210,372,43,22,21,189,36,,152,,.236,.305,.331,.636,72,522,,4,,,,
1930,NNL,Detroit Stars,19,27.4,5.18,72,2557,2364,373,640,103,57,25,339,61,,193,,.271,.326,.394,.720,94,932,,0,,,,
1930,NNL,Kansas City Monarchs,18,28.2,5.78,67,2524,2285,387,644,120,38,23,339,75,,235,,.282,.350,.398,.748,102,909,,4,,,,
1930,NNL,Louisville Black Caps,21,22.0,3.74,23,816,756,86,172,24,11,6,71,9,,58,,.228,.284,.312,.596,61,236,,2,,,,
1930,NNL,Memphis Red Sox,36,25.5,4.77,71,2555,2387,339,664,107,39,13,309,42,,167,,.278,.326,.372,.698,88,888,,1,,,,
1930,NNL,Nashville Elite Giants,30,22.8,4.02,46,1617,1511,185,384,56,25,13,172,21,,106,,.254,.303,.350,.653,76,529,,0,,,,
1930,NNL,St. Louis Stars,19,28.1,7.83,93,3611,3256,728,1045,161,49,76,665,82,,345,,.321,.388,.471,.858,131,1532,,10,,,,
1925,NNL,Indianapolis ABCs,35,22.7,4.58,57,2072,1919,261,482,59,28,21,242,37,,153,222,.251,.306,.344,.650,74,660,,,,,,
1925,NNL,Birmingham Black Barons,31,26.8,4.95,76,2805,2647,376,710,92,42,33,353,61,,158,265,.268,.309,.372,.682,82,985,,,,,,
1925,NNL,Chicago American Giants,31,28.8,4.45,89,3120,2834,396,683,99,31,20,353,59,,286,292,.241,.311,.319,.630,70,904,,,,,,
1925,NNL,Cuban Stars West,17,23.5,5.67,43,1673,1530,244,402,71,20,19,224,34,,143,190,.263,.326,.373,.698,87,570,,,,,,
1925,NNL,Detroit Stars,25,23.1,6.61,95,3590,3277,628,945,146,70,83,604,128,,313,330,.288,.350,.452,.802,114,1480,,,,,,
1925,NNL,Kansas City Monarchs,18,28.4,5.59,80,2959,2701,447,762,116,68,20,439,79,,258,303,.282,.345,.398,.742,99,1074,,,,,,
1925,NNL,Memphis Red Sox,20,21.1,4.36,76,2737,2540,331,635,95,37,19,305,61,,197,247,.250,.304,.339,.643,73,861,,,,,,
1925,NNL,St. Louis Stars,26,22.6,7.09,87,3372,3027,617,956,187,55,87,557,116,,345,338,.316,.386,.500,.886,136,1514,,,,,,
1925,ECL,Atlantic City Bacharach Giants,25,28.4,4.84,73,2673,2447,353,663,64,24,28,324,54,,226,271,.271,.333,.351,.684,77,859,,,,,,
1925,ECL,Baltimore Black Sox,23,24.9,5.11,65,2325,2143,332,621,105,20,35,299,61,,182,196,.290,.345,.406,.752,94,871,,,,,,
1925,ECL,Brooklyn Royal Giants,15,27.2,5.20,35,1252,1175,182,322,38,5,29,169,14,,77,128,.274,.319,.389,.708,82,457,,,,,,
1925,ECL,Cuban Stars East,16,28.1,5.02,45,1687,1527,226,401,56,17,17,179,21,,160,164,.263,.333,.355,.687,78,542,,,,,,
1925,ECL,Harrisburg Giants,20,26.4,6.77,73,2784,2559,494,813,113,32,65,449,73,,225,223,.318,.373,.463,.836,115,1185,,,,,,
1925,ECL,Hilldale Club,18,28.7,6.51,71,2564,2348,462,731,138,42,38,400,116,,216,174,.311,.369,.454,.824,112,1067,,,,,,
1925,ECL,New York Lincoln Giants,35,25.7,4.55,49,1816,1662,223,449,65,10,35,206,35,,154,229,.270,.332,.384,.717,85,639,,,,,,
1925,ECL,Wilmington Potomacs,22,24.8,5.25,32,1148,1041,168,309,42,9,18,131,33,,107,131,.297,.362,.406,.769,99,423,,,,,,
1920,NNL,Indianapolis ABCs,31,26.1,4.53,95,3564,3125,430,806,97,41,13,346,78,,290,403,.258,.324,.328,.651,94,1024,,13,136,,,
1920,NNL,Chicago American Giants,23,26.9,4.99,67,2469,2119,334,539,75,28,4,293,59,,240,305,.254,.335,.322,.657,96,682,,18,92,,,
1920,NNL,Chicago Giants,23,24.0,3.50,40,1507,1331,140,312,40,14,5,120,20,,112,200,.234,.300,.297,.597,78,395,,13,51,,,
1920,NNL,Cuban Stars West,13,24.8,4.67,61,2339,2055,285,512,66,18,9,229,66,,186,238,.249,.318,.312,.629,88,641,,20,78,,,
1920,NNL,Dayton Marcos,25,26.9,3.79,42,1571,1405,159,328,42,16,3,129,49,,109,210,.233,.296,.293,.588,75,411,,15,42,,,
1920,NNL,Detroit Stars,25,25.5,5.00,64,2423,2095,320,534,93,23,28,275,50,,234,260,.255,.334,.361,.695,107,757,,15,79,,,
1920,NNL,Kansas City Monarchs,26,24.9,5.05,78,3039,2688,394,742,113,39,20,325,98,,206,308,.276,.331,.369,.700,109,993,,15,130,,,
1920,NNL,St. Louis Giants,29,27.9,3.90,67,2489,2175,261,544,69,16,9,216,80,,179,302,.250,.322,.309,.631,88,672,,51,84,,,
1915,FL,Baltimore Terrapins,39,28.7,3.57,154,5754,5060,550,1235,196,53,36,465,128,,470,619,.244,.313,.325,.638,85,1645,,37,178,,,1022
1915,FL,Brooklyn Tip-Tops,38,26.2,4.23,153,5729,5035,647,1348,205,75,36,561,249,,473,629,.268,.336,.360,.696,105,1811,,47,156,,,967
1915,FL,Buffalo Blues,28,29.9,3.75,153,5632,5065,574,1261,193,68,40,506,184,,420,575,.249,.309,.338,.646,88,1710,,19,120,,,972
1915,FL,Chicago Whales,29,26.5,4.14,155,5796,5133,641,1320,185,77,50,558,161,,444,580,.257,.320,.352,.672,102,1809,,30,181,,,971
1915,FL,Kansas City Packers,22,29.8,3.58,153,5568,4937,547,1206,200,66,28,483,144,,368,484,.244,.303,.329,.631,88,1622,,46,202,,,957
1915,FL,Newark Pepper,28,27.0,3.77,155,5790,5097,585,1283,210,80,17,487,184,,438,519,.252,.315,.334,.649,95,1704,,34,202,,,995
1915,FL,Pittsburgh Rebels,31,29.7,3.79,156,5739,5040,592,1318,180,80,20,507,224,,448,529,.262,.326,.341,.667,96,1718,,38,206,,,1014
1915,FL,St. Louis Terriers,25,27.4,3.99,159,5999,5145,634,1344,199,81,23,546,195,,576,489,.261,.340,.345,.685,97,1774,,36,235,,,1095
1890,PL,Boston Reds,18,29.3,7.75,133,5458,4754,1031,1352,236,79,58,807,426,,661,449,.284,.377,.404,.781,105,1920,,43,,,,
1890,PL,Buffalo Bisons,26,29.0,5.92,134,5432,4795,793,1249,180,64,20,630,160,,541,367,.260,.347,.337,.684,89,1617,,96,,,,
1890,PL,Brooklyn Ward's Wonders,17,26.4,7.25,133,5431,4887,964,1352,186,93,34,748,272,,502,369,.277,.349,.3 74,.723,88,1826,,42,,,,
1890,PL,Chicago White Stockings,16,27.0,6.42,138,5503,4968,886,1311,200,95,31,705,276,,492,410,.264,.335,.361,.697,83,1794,,43,,,,
1890,PL,Cleveland Infants,21,26.8,6.48,131,5362,4804,849,1370,213,94,27,701,180,,509,345,.285,.360,.386,.745,105,1852,,49,,,,
1890,PL,New York Giants,17,30.1,7.71,132,5430,4913,1018,1393,204,97,66,793,231,,486,364,.284,.352,.405,.757,94,1989,,31,,,,
1890,PL,Pittsburgh Burghers,17,26.7,6.48,131,5316,4677,849,1212,170,114,35,664,251,,582,381,.259,.348,.367,.715,98,1715,,57,,,,
1890,PL,Philadelphia Athletics,16,27.3,7.13,132,5337,4855,941,1350,187,113,49,761,203,,431,321,.278,.343,.393,.737,94,1910,,51,,,,
1890,AA,Baltimore Orioles,18,25.1,4.79,38,1366,1213,182,278,34,16,2,119,101,,125,152,.229,.316,.289,.604,70,350,,28,,,,
1890,AA,BrooklynGladiators,22,29.3,4.92,100,3834,3475,492,769,116,47,13,328,182,,328,456,.221,.294,.293,.587,74,1018,,31,,,,
1890,AA,Columbus Solons,20,25.5,5.94,140,5332,4741,831,1225,159,77,16,620,353,,545,557,.258,.341,.335,.675,103,1586,,46,,,,
1890,AA,Louisville Colonels,21,24.6,6.11,134,5150,4687,819,1310,156,65,15,608,341,,410,460,.279,.344,.350,.694,105,1641,,53,,,,
1890,AA,Philadelphia Athletics,44,27.3,5.32,132,5052,4490,702,1057,181,51,24,508,305,,475,540,.235,.320,.314,.635,87,1412,,87,,,,
1890,AA,Rochester Broncos,20,28.2,5.33,133,5056,4553,709,1088,131,64,31,528,310,,446,538,.239,.315,.316,.631,90,1440,,57,,,,
1890,AA,St. Louis Browns,35,26.0,6.30,138,5369,4800,870,1308,178,73,48,634,307,,474,490,.273,.350,.370,.720,99,1776,,95,,,,
1890,AA,Syracuse Stars,30,26.7,5.50,127,4961,4469,698,1158,151,59,14,487,292,,457,482,.259,.333,.329,.661,102,1469,,35,,,,
1890,AA,Toledo Maumees,20,26.9,5.51,134,5132,4575,739,1152,152,108,24,512,421,,486,558,.252,.333,.348,.681,97,1592,,71,,,,
1885,AA,Baltimore Orioles,32,25.8,4.92,110,4141,3820,541,837,124,59,17,380,,,279,529,.219,.280,.296,.575,83,1130,,42,,,,
1885,AA,Brooklyn,21,26.1,5.57,112,4223,3943,624,966,121,65,14,428,,,238,324,.245,.295,.319,.614,93,1259,,42,,,,
1885,AA,Cincinnati,18,27.9,5.73,112,4254,4050,642,1046,108,77,26,451,,,153,420,.258,.294,.342,.636,98,1386,,51,,,,
1885,AA,Louisville Colonels,21,24.8,5.04,112,4146,3969,564,986,126,83,19,416,,,152,448,.248,.281,.336,.617,94,1335,,25,,,,
1885,AA,New York Metropolitans,19,29.2,4.87,108,3983,3731,526,921,123,57,21,362,,,217,428,.247,.295,.327,.622,110,1221,,35,,,,
1885,AA,Philadelphia Athletics,26,27.0,6.76,113,4410,4142,764,1099,169,76,30,536,,,223,410,.265,.310,.365,.675,107,1510,,45,,,,
1885,AA,Allegheny City,20,25.4,4.93,111,4208,3975,547,955,123,79,5,371,,,189,537,.240,.282,.315,.597,88,1251,,44,,,,
1885,AA,St. Louis Browns,15,25.6,6.04,112,4255,3972,677,979,132,57,17,450,,,234,282,.246,.297,.321,.618,90,1276,,49,,,,
1875,NA,Philadelphia Athletics,16,25.8,9.08,77,3288,3250,699,941,124,57,7,456,75,46,38,55,.290,.298,.369,.667,123,1200,14,,,,,
1875,NA,Boston Red Stockings,13,25.4,10.13,82,3548,3515,831,1128,167,51,15,565,93,37,33,52,.321,.327,.410,.737,149,1442,11,,,,,
1875,NA,Brooklyn Atlantics,35,21.2,3.00,44,1570,1562,132,304,33,6,2,86,1,5,8,36,.195,.199,.227,.426,55,355,9,,,,,
1875,NA,Philadelphia Centennials,12,24.4,5.00,14,540,530,70,125,22,3,0,40,4,0,10,25,.236,.250,.289,.539,92,153,2,,,,,
1875,NA,Chicago White Stockings,17,25.6,5.49,69,2706,2685,379,699,83,16,0,245,69,50,21,65,.260,.266,.303,.569,95,814,13,,,,,
1875,NA,Hartford Dark Blues,14,25.6,6.48,86,3390,3356,557,871,92,35,2,350,65,33,34,64,.260,.267,.310,.577,93,1039,22,,,,,
1875,NA,New Haven Elm Citys,25,21.3,3.62,47,1728,1714,170,373,41,13,2,102,35,16,14,62,.218,.224,.260,.484,77,446,10,,,,,
1875,NA,New York Mutuals,15,22.2,4.62,71,2704,2685,328,633,82,21,7,211,20,24,19,47,.236,.241,.290,.531,83,778,15,,,,,
1875,NA,Philadelphia Whites,16,25.9,6.71,70,2742,2721,470,683,67,27,5,285,105,51,21,58,.251,.257,.301,.558,89,819,15,,,,,
1875,NA,St. Louis Red Stockings,12,22.7,3.16,19,700,688,60,137,20,1,0,32,27,9,12,45,.199,.213,.231,.444,60,159,3,,,,,
1875,NA,St. Louis Brown Stockings,13,27.0,5.51,70,2706,2674,386,643,85,29,0,248,108,36,32,102,.240,.249,.294,.543,96,786,18,,,,,
1875,NA,Washington Nationals,19,22.9,3.82,28,1010,1004,107,194,14,8,0,60,23,7,6,42,.193,.198,.223,.421,47,224,4,,,,,
1875,NA,Keokuk Westerns,10,24.3,3.46,13,450,449,45,81,9,6,0,30,4,6,1,22,.180,.182,.227,.409,37,102,6,,,,,
1875,NA,League Average,14,24.7,6.14,53,2083,2064,326,524,65,21,3,208,48,25,19,52,.254,.261,.310,.571,97,640,11,,,,,
1871,NA,Philadelphia Athletics,13,24.8,13.43,28,1327,1281,376,410,66,27,9,250,56,12,46,23,.320,.344,.435,.778,120,557,8,,,,,
1871,NA,Boston Red Stockings,11,24.9,12.94,31,1432,1372,401,426,70,37,3,267,73,16,60,19,.310,.339,.422,.761,112,579,8,,,,,
1871,NA,Chicago WhiteStockings,11,24.9,10.79,28,1256,1196,302,323,52,21,10,193,69,21,60,22,.270,.305,.374,.679,89,447,6,,,,,
1871,NA,Cleveland Forest Citys,13,22.1,8.59,29,1212,1186,249,328,35,40,7,164,18,8,26,25,.277,.292,.391,.683,96,464,12,,,,,
1871,NA,Fort Wayne Kekiongas,18,18.9,7.21,19,779,746,137,178,19,8,2,94,16,4,33,9,.239,.271,.294,.564,61,219,4,,,,,
1871,NA,New York Mutuals,11,26.3,9.15,33,1437,1404,302,403,43,21,1,213,46,15,33,15,.287,.303,.350,.653,94,491,7,,,,,
1871,NA,Washington Olympics,15,24.4,9.69,32,1401,1353,310,375,54,26,6,214,48,13,48,13,.277,.302,.369,.671,95,499,11,,,,,
1871,NA,Rockford Forest Citys,11,22.6,9.24,25,1074,1036,231,274,44,25,3,147,53,10,38,30,.264,.291,.364,.654,87,377,8,,,,,
1871,NA,Troy Haymakers,12,22.8,12.10,29,1297,1248,351,384,51,34,6,241,62,24,49,19,.308,.334,.417,.751,111,521,10,,,,,
1876,NL,Philadelphia Athletics,21,26.0,6.30,60,2414,2387,378,646,79,35,7,249,,,27,36,.271,.279,.342,.621,104,816,,,,,,
1876,NL,Boston Reds,17,24.7,6.73,70,2780,2722,471,723,96,24,9,281,,,58,98,.266,.281,.328,.609,103,894,,,,,,
